iter kd skd kf skf gamma sgamma sigma_error1 sigma_error2 sigma_error3 sigma_error4 L
1.267000000000000000e+03 1.279620155816819926e-03 5.527001519485202170e-04 6.116255934728629751e-05 1.292310612592825501e-06 8.383648330021504916e-05 7.610237456305739005e-06 6.415344252997924990e+00 7.786311663475665057e+00 7.115858873389830919e+00 6.922528561328217478e+00 -1.705417395383000894e+03
1.268000000000000000e+03 1.262897359132296839e-03 5.202369333143267403e-04 6.627514056792269711e-05 1.270695811833330616e-06 8.791934038311348290e-05 7.322426607432421368e-06 7.311720673119324054e+00 7.678131138800695865e+00 6.792530335140511077e+00 7.093037115647874202e+00 -1.706175526031275240e+03
1.269000000000000000e+03 1.241579726207965324e-03 5.306138556605800253e-04 6.769414812980612971e-05 1.314609886045195932e-06 8.986508168394980020e-05 6.178131335705044006e-06 7.251499355666596536e+00 7.407907593723106032e+00 7.597814451846962136e+00 7.156089521419541910e+00 -1.706388732078043176e+03
1.270000000000000000e+03 1.228861140912808044e-03 5.387330978383855122e-04 7.117334075545514785e-05 1.348929212120630829e-06 9.674889378065648984e-05 6.238283766584654152e-06 7.492286744430091794e+00 7.536031839599317550e+00 7.760202617999108377e+00 7.127285948741763022e+00 -1.707657366073111007e+03
1.271000000000000000e+03 1.150207077706910230e-03 5.013818605216830608e-04 7.025185298030104481e-05 1.372601896971984380e-06 9.848538534175076673e-05 6.615671909324686035e-06 8.170969808408299784e+00 7.106091937181351348e+00 7.681474399349409232e+00 7.010285288678787197e+00 -1.709450950997523250e+03
1.272000000000000000e+03 1.090671266683909853e-03 5.075687750142944023e-04 6.689196042862974030e-05 1.307259787792171142e-06 9.278021763813458131e-05 6.373408961354742099e-06 7.767689509768308298e+00 7.384918878653495611e+00 7.160692385149385331e+00 7.193235549896923153e+00 -1.707489576492072729e+03
1.273000000000000000e+03 1.128378948855043775e-03 4.710704246766586134e-04 6.610310034949749738e-05 1.226466897747144169e-06 9.543783515578099926e-05 6.060412302779828058e-06 7.130055712461269124e+00 7.686102381362569069e+00 7.433542716251856142e+00 6.833858558919494008e+00 -1.706491336897435076e+03
1.274000000000000000e+03 1.152197048878650680e-03 4.797065968126056740e-04 7.028554197001720012e-05 1.198828276561164557e-06 9.331811826903924588e-05 5.919019606927175571e-06 7.256866850074331410e+00 8.012251270842824624e+00 6.481632519212843668e+00 6.706278521058097297e+00 -1.703447541352663166e+03
1.275000000000000000e+03 1.120157925927937935e-03 4.860930037446163209e-04 7.183185616111061880e-05 1.244619838483650180e-06 9.417038476462558452e-05 6.193045353746728492e-06 7.162591342484308399e+00 8.138988277891357370e+00 6.309237190535609940e+00 7.356038676332151027e+00 -1.708688974595395393e+03
1.276000000000000000e+03 1.108949431126246598e-03 4.895376144350496728e-04 7.109612995959263266e-05 1.319768760882533389e-06 9.559366518444808211e-05 6.667657344889053383e-06 7.100892874211882422e+00 7.940750059026536078e+00 5.901126294303559838e+00 8.175887958561723678e+00 -1.709581805388843122e+03
1.277000000000000000e+03 1.154915076506874251e-03 5.324916602327587180e-04 6.674024733363119770e-05 1.312735941213587385e-06 9.068992354359393449e-05 7.031527453342824612e-06 6.658268068353607738e+00 7.895137094073207074e+00 6.271703955386726648e+00 8.383904125552925635e+00 -1.708107731645957756e+03
1.278000000000000000e+03 1.023030606619134775e-03 5.256704555164254692e-04 5.779838013902282380e-05 1.247816114958015384e-06 8.499363081463871524e-05 7.835493008922803253e-06 7.182442289188526452e+00 7.689269816967410520e+00 6.441944813963311312e+00 7.587187585263849066e+00 -1.708095983676072592e+03
1.279000000000000000e+03 1.125059121158089939e-03 4.957966850897968037e-04 5.679985799220755086e-05 1.200832903156747294e-06 8.677823207428576142e-05 7.331389315745776203e-06 7.136795797034406696e+00 7.744252692464315579e+00 6.682338136140420382e+00 7.254747241513842759e+00 -1.710806600912430667e+03
1.280000000000000000e+03 1.123086279705466607e-03 4.988626951144089399e-04 6.158552056122673429e-05 1.152687503069993378e-06 8.114603262047638706e-05 7.663255659698998853e-06 7.192360866293349808e+00 7.943546473708963163e+00 7.305650714893253905e+00 7.275197473078905297e+00 -1.708723294661734826e+03
1.281000000000000000e+03 1.154100294200961037e-03 5.289497189398164462e-04 6.448411728519123096e-05 1.269037255548840062e-06 8.515726356763753460e-05 7.528266261817920314e-06 7.009523409331499977e+00 7.957694322207514936e+00 7.721705736756323546e+00 6.883147687882015475e+00 -1.708222066732875874e+03
1.282000000000000000e+03 1.094277450069121999e-03 5.531842525154314922e-04 6.367752177970176859e-05 1.248966392839963909e-06 9.100912602162524606e-05 7.200146374082001874e-06 6.974717909324289700e+00 7.452021024104768188e+00 7.164827676162808245e+00 6.753738122727476423e+00 -1.706276387066791358e+03
1.283000000000000000e+03 1.117855183991686967e-03 5.199558201580276517e-04 6.634754459612005170e-05 1.211068892553681253e-06 9.054767756712339243e-05 7.436253908252714339e-06 6.788465662537575440e+00 7.619746152752157720e+00 7.768829928485613934e+00 7.041971798037919505e+00 -1.705546979257913563e+03
1.284000000000000000e+03 1.107579690744615398e-03 5.349375253192682061e-04 6.409447582510436128e-05 1.055187215406575361e-06 8.897149306833216146e-05 7.960983529520860422e-06 7.144214634161951238e+00 7.456839268858734826e+00 7.694150869872499854e+00 6.883772991006864572e+00 -1.707890435842882880e+03
1.285000000000000000e+03 1.109606583355884175e-03 5.890809581449159109e-04 6.477565378263317657e-05 1.115948473367425267e-06 8.811485038978735960e-05 7.880956021834841643e-06 6.891057280850408695e+00 7.500116296072418365e+00 6.932187961119366193e+00 7.540232974901057261e+00 -1.707722968457448360e+03
1.286000000000000000e+03 1.102180392962332075e-03 5.788327716816964522e-04 6.166172941790780653e-05 1.131268948898862351e-06 8.484203098755887151e-05 7.616134100004165969e-06 7.028732849473164457e+00 7.194490151649018728e+00 7.357364350701013578e+00 7.566645476767500433e+00 -1.706971168075829155e+03
1.287000000000000000e+03 1.077354748570648378e-03 5.682869857312466142e-04 6.085848238826783204e-05 1.145147319922190045e-06 8.973894447074076545e-05 7.694312444371252847e-06 6.518767381579563036e+00 7.416017662370300911e+00 6.892279686651898274e+00 7.135688676494456928e+00 -1.706366501216242796e+03
1.288000000000000000e+03 1.075587242053574043e-03 5.283741704434155324e-04 5.972129973144989164e-05 1.118082443659773535e-06 8.861554879359897509e-05 6.828574334677011841e-06 6.987295392478944933e+00 6.973805253032612228e+00 6.737628651500846111e+00 7.221532514476865394e+00 -1.705994333460211237e+03
1.289000000000000000e+03 1.008438817353142156e-03 5.363242126764695581e-04 5.826193158900734847e-05 1.128869534033085027e-06 8.743420177558658543e-05 7.157858042135055755e-06 6.790061634850089511e+00 6.588211048280623316e+00 6.687703780454079094e+00 7.734160712684508887e+00 -1.708703146537610792e+03
1.290000000000000000e+03 1.016569848520573619e-03 5.911722573696371556e-04 6.039274281831940808e-05 1.111253631594532099e-06 8.517290920828711302e-05 7.511998764606888515e-06 6.704134905129673250e+00 6.471302301654726641e+00 5.945355048293331279e+00 6.755409224298301929e+00 -1.708750550015389308e+03
1.291000000000000000e+03 9.173387824391635546e-04 5.951360277289055589e-04 5.613685639809800503e-05 1.207072033910035613e-06 7.756982970775294455e-05 6.810862660246811799e-06 6.392771064089477484e+00 7.221386655224871554e+00 5.984963195282507975e+00 6.606549474285468904e+00 -1.708703216039115659e+03
1.292000000000000000e+03 9.264554529030989954e-04 6.134794071439169955e-04 5.988767948064123122e-05 1.266709238646536576e-06 7.547021853448116814e-05 6.691155165241840910e-06 6.446519874056580335e+00 7.801711169386050138e+00 5.848951703910437949e+00 6.772228257602415091e+00 -1.704508786559251575e+03
1.293000000000000000e+03 9.391964089640854677e-04 5.983475732147490456e-04 5.610247716596346561e-05 1.201536614311814742e-06 7.934531051242273375e-05 6.583735246434933119e-06 6.664764484608689976e+00 7.987245093165150855e+00 5.950141658631960873e+00 6.320810116239796272e+00 -1.705627752186484940e+03
1.294000000000000000e+03 9.003389063815658150e-04 5.774297565620722852e-04 5.420586403564382782e-05 1.071283735035519894e-06 7.730580360354504183e-05 6.446991615534491378e-06 7.461947706847378292e+00 8.432239202683710744e+00 6.013942696849186476e+00 6.588863587114284215e+00 -1.705919711921822909e+03
1.295000000000000000e+03 9.494899098046935808e-04 5.832442558498121630e-04 5.499745728635825018e-05 1.126641562279404125e-06 7.528926874643328705e-05 6.449704430153476897e-06 7.081417643478522983e+00 8.435281325953903675e+00 6.079569497104442277e+00 6.377356758078819077e+00 -1.704167418888726615e+03
1.296000000000000000e+03 1.016074234782758396e-03 6.016797276676925238e-04 5.625804126209313030e-05 1.113265066950243817e-06 7.563791950760006036e-05 6.479513549417000553e-06 7.774049100073310292e+00 8.150016455191325448e+00 6.295818249390089605e+00 6.555155850749244451e+00 -1.704919877842261940e+03
1.297000000000000000e+03 9.754682139498576732e-04 5.814430950700973664e-04 5.884894404184882690e-05 1.107414509824932785e-06 8.153475477730975365e-05 6.423351456119648774e-06 7.418873483907811206e+00 7.901909936351064090e+00 6.212372973816307820e+00 6.592208214913237718e+00 -1.703756775267655939e+03
1.298000000000000000e+03 9.577896483332607900e-04 5.425791321517588932e-04 6.041289861710468829e-05 1.309536582183395393e-06 8.160139898229238828e-05 6.285263299868753146e-06 7.295989174169780433e+00 8.102882707417700558e+00 6.046531908350255335e+00 6.673837769135795739e+00 -1.703595458531784288e+03
1.299000000000000000e+03 1.064662755335057812e-03 5.812702952772313188e-04 6.090557424787498034e-05 1.257527489464257814e-06 8.307989464531759466e-05 6.638906453216262426e-06 6.591974694700309279e+00 7.775914766011391421e+00 6.173321102986620623e+00 6.744429933044749248e+00 -1.702751563432659395e+03
1.300000000000000000e+03 1.134859192082919663e-03 5.842053749893436889e-04 6.000106464284104440e-05 1.287950023327079515e-06 8.142945974973250203e-05 6.009220070808142443e-06 6.467460800869021753e+00 7.641590860159636733e+00 6.403716150059809209e+00 6.642824066749419387e+00 -1.701739854240840486e+03
1.301000000000000000e+03 1.035512584667733216e-03 5.865822134952516313e-04 6.099853488753767165e-05 1.273892149190532009e-06 8.440744575490093376e-05 6.637203320341388087e-06 6.418774869623619317e+00 8.369088388753002761e+00 6.224243040711204600e+00 5.896563383787816193e+00 -1.705142390141833175e+03
1.302000000000000000e+03 1.081440424179173692e-03 5.953215106746420062e-04 6.158145438919370319e-05 1.337122668724248469e-06 8.178217853883776398e-05 6.511600364624789811e-06 7.375657967377776458e+00 7.779954240685074573e+00 6.270550891191623677e+00 5.798602952684515977e+00 -1.707258075869948698e+03
1.303000000000000000e+03 1.060663972541817579e-03 5.378529488578520038e-04 6.318621321954382873e-05 1.429976085858750414e-06 8.212337222840373921e-05 6.056502220042966126e-06 7.101279062973198997e+00 8.512792085554748311e+00 6.547319469753201560e+00 5.929202871949565967e+00 -1.705414056795624674e+03
1.304000000000000000e+03 1.017239069795936252e-03 5.045383930903257113e-04 6.831148697777710390e-05 1.347292150425498643e-06 8.758047281564122473e-05 5.972888045824100125e-06 7.108084230124827485e+00 7.945581065578211089e+00 6.770146664839180595e+00 5.913272486927871441e+00 -1.704169510341647310e+03
1.305000000000000000e+03 9.963325752359900814e-04 5.005155714576387926e-04 6.564480978481695766e-05 1.326689154835479820e-06 8.938527605873820500e-05 5.729953715020975193e-06 6.945292948884555173e+00 8.023927741559791826e+00 6.770195449721176040e+00 6.160334218822167252e+00 -1.705776063738383073e+03
1.306000000000000000e+03 9.850763106208353537e-04 4.916593354871178802e-04 6.531891146480422637e-05 1.354955248515153605e-06 8.951956050964700513e-05 5.847291343106052283e-06 6.989564075561175649e+00 8.470854875703020426e+00 6.656964182247405937e+00 6.249685273750666958e+00 -1.704322937592282415e+03
1.307000000000000000e+03 9.390443986374766424e-04 4.919470671906044914e-04 6.755015355975322634e-05 1.370838294102911185e-06 9.083053739079704613e-05 6.316920192406069299e-06 6.840154598931682095e+00 9.144250001786366155e+00 6.736214313020267852e+00 6.143214831072096871e+00 -1.705499278706544374e+03
1.308000000000000000e+03 9.029036425567868972e-04 4.929237600214257144e-04 6.604320068044199511e-05 1.392825763168682795e-06 9.197851879154392350e-05 6.539523169174110485e-06 6.766315068773788077e+00 8.615927160448583422e+00 7.264103324538142559e+00 6.315819864751398782e+00 -1.706311544636283770e+03
1.309000000000000000e+03 8.571247690848959357e-04 4.848191646696018960e-04 6.664746891831787223e-05 1.442069588106599026e-06 9.216497360941050738e-05 6.478282748729540982e-06 7.071431453658889588e+00 8.800804730484047766e+00 7.027479638333844036e+00 6.353167408583847653e+00 -1.705714537114452014e+03
1.310000000000000000e+03 8.317228326537978158e-04 4.513441888602071571e-04 6.317380633720493226e-05 1.540096490067027047e-06 8.569340401442078958e-05 5.757685089662704564e-06 7.264336030886468620e+00 8.466692556820307303e+00 6.799074923778353430e+00 5.934176351520810577e+00 -1.704626910321077730e+03
1.311000000000000000e+03 8.476476241297607695e-04 4.727971680340657267e-04 6.428131909381791401e-05 1.667024852193890321e-06 7.915357926936853535e-05 5.543575828254248526e-06 7.391591680871648862e+00 8.206993912349529907e+00 7.428191183623156668e+00 6.243911666091475077e+00 -1.705255178601831858e+03
1.312000000000000000e+03 7.880756301662210231e-04 4.739588596505488974e-04 6.610247705081884943e-05 1.611393399051648072e-06 8.597851094736416679e-05 5.499170581122206225e-06 7.983822254898009341e+00 8.138441725959129514e+00 7.396972236211592389e+00 6.213724980377109297e+00 -1.704794979492057337e+03
1.313000000000000000e+03 7.938081310310114670e-04 4.389194021870566789e-04 6.725341973810724193e-05 1.526509800042051260e-06 8.731703925208041800e-05 5.571123038046498551e-06 7.008735048451283589e+00 7.671690696658893138e+00 6.963265383447368784e+00 5.785892585902115748e+00 -1.704695806103307859e+03
1.314000000000000000e+03 8.230057184464893922e-04 4.515680629824354126e-04 6.533748162927498345e-05 1.451031485796610059e-06 8.683504579682660852e-05 5.764324658822445591e-06 6.668384608132639890e+00 8.454272909900963029e+00 6.949390490344062421e+00 5.943760027522087874e+00 -1.705963738718977538e+03
1.315000000000000000e+03 7.904617229731506454e-04 4.455832129593172738e-04 6.548575509608030852e-05 1.614765571988553863e-06 8.123109413759368449e-05 5.512873406408043371e-06 7.269048796262381984e+00 9.497125379988689886e+00 7.093498138107431572e+00 6.096441643268747157e+00 -1.707727080734356150e+03
1.316000000000000000e+03 7.625675391233043953e-04 4.251511557937961267e-04 6.547421730340728695e-05 1.618202803660477462e-06 8.848593595826136505e-05 5.644863477165916302e-06 7.003055904303500334e+00 1.023030247681399452e+01 7.029283042069510934e+00 5.773473134680132901e+00 -1.708717087582721433e+03
1.317000000000000000e+03 7.392073412813964526e-04 4.305801185978872761e-04 5.923305178764882908e-05 1.654558660538997952e-06 8.382696270894159779e-05 5.932471867887688060e-06 6.561504055688182291e+00 9.716460930800625562e+00 7.082013021622279858e+00 5.857644408785525059e+00 -1.707270439548110744e+03
1.318000000000000000e+03 7.713232687166614180e-04 4.219517525308156018e-04 5.946625549186054712e-05 1.569729247388529655e-06 8.456317380142988247e-05 6.015600421472009314e-06 6.207818275569468192e+00 9.498925428519052971e+00 6.695566192587992127e+00 6.004618531934132974e+00 -1.708363428189623846e+03
1.319000000000000000e+03 7.752357174637909470e-04 4.018138591964292238e-04 5.875168012523451300e-05 1.587491434130903327e-06 8.050999074842348500e-05 6.004785210719022565e-06 6.383241975967347770e+00 8.937846766676953436e+00 6.834217428758146973e+00 6.959981008418752779e+00 -1.702531500870355330e+03
1.320000000000000000e+03 7.397215432101023752e-04 3.773344012662011504e-04 5.632883534648996476e-05 1.660238605949319128e-06 8.051219755129675019e-05 5.971258031993480516e-06 6.050820422720300407e+00 8.510114407212027388e+00 6.485661866854501412e+00 6.526687893407571828e+00 -1.703401740160370764e+03
1.321000000000000000e+03 7.219253668659858297e-04 3.686927086050823259e-04 5.649807254394678842e-05 1.675708265721789512e-06 8.048008058129318628e-05 6.000073790387025821e-06 6.482313036091555070e+00 8.408926246597530962e+00 6.313094497462190979e+00 6.575194047608635906e+00 -1.704572950162121970e+03
1.322000000000000000e+03 7.059111666266551120e-04 3.566916503440436094e-04 6.040796358954273121e-05 1.844554551288686697e-06 7.668948197562940755e-05 6.429415064643768146e-06 6.580256776858557366e+00 7.982463931438997129e+00 6.470095226421133106e+00 6.283855884092380606e+00 -1.703215880800760942e+03
1.323000000000000000e+03 6.823572671102146698e-04 3.996711313186424182e-04 5.653783025699235905e-05 1.820670635819083915e-06 7.687235933704650596e-05 6.148609182203624546e-06 6.340521723661336928e+00 7.457781412066356808e+00 6.354277280358880731e+00 6.250969540342666164e+00 -1.702533085532074665e+03
1.324000000000000000e+03 6.826282599945235341e-04 4.075116569932414894e-04 5.616262819164696401e-05 1.696670251118084197e-06 7.728919520859020304e-05 5.887662204290038569e-06 6.256862500983435993e+00 7.610965392309777755e+00 6.394572931762290580e+00 6.470475433868839943e+00 -1.703853243609338278e+03
1.325000000000000000e+03 6.875290284788042588e-04 4.152125748679960150e-04 5.935137612863672189e-05 1.652230306583340438e-06 7.659198154843814890e-05 6.424585222748036227e-06 6.121760550438141379e+00 7.876258911772660909e+00 6.081469941014178815e+00 6.506567285904319320e+00 -1.701439987492115051e+03
1.326000000000000000e+03 6.468139105172867730e-04 4.198671882446127521e-04 5.349854058409152376e-05 1.739173716321101887e-06 7.484987636632128274e-05 6.436118788707506352e-06 6.381305101975864424e+00 7.684277307899773923e+00 6.399963545107630658e+00 6.310058185679544351e+00 -1.702150044481679743e+03
1.327000000000000000e+03 6.474189229560137811e-04 4.228328499858321457e-04 5.282618711271317363e-05 1.747445958245625627e-06 7.652980770544676821e-05 7.060985340975596882e-06 6.147355650732873933e+00 7.633041666578045614e+00 6.858957073564520002e+00 6.555575497084148218e+00 -1.703265866687645257e+03
1.328000000000000000e+03 5.792284872392852594e-04 4.306774212120396635e-04 5.481935413955123931e-05 1.667778507244096691e-06 7.656977507954226022e-05 6.942168260293819483e-06 6.230117879399382552e+00 7.070274008768678620e+00 6.801986283292880131e+00 6.173561415819195375e+00 -1.703027832580448376e+03
1.329000000000000000e+03 6.144355093773003033e-04 4.215323585603637617e-04 5.522461054946991422e-05 1.641967669828890395e-06 7.682969052458699273e-05 6.706826662214430882e-06 6.535623593438337764e+00 7.174139933530301327e+00 6.891143689875415923e+00 5.741606986126484458e+00 -1.701993943193583618e+03
1.330000000000000000e+03 5.967214402403734881e-04 4.391024988057265661e-04 5.338514768124856893e-05 1.704755167117174585e-06 7.676067753177679364e-05 6.838547627721112939e-06 6.328995903087676567e+00 7.513848337189839910e+00 6.587131126962306737e+00 6.026186863786501924e+00 -1.702165700159272319e+03
1.331000000000000000e+03 5.911297882937638403e-04 4.524263032929494791e-04 5.362662243973922066e-05 1.668836454101420451e-06 7.954350874096091900e-05 6.810380714010539813e-06 6.392326097770988369e+00 7.090590861222253238e+00 6.686435418028260358e+00 5.915984748525516146e+00 -1.703752006863808447e+03
1.332000000000000000e+03 6.580847282516279163e-04 4.612862550504713988e-04 5.239303792206843072e-05 1.595600028165586169e-06 7.790359814333926419e-05 6.831496398383587768e-06 6.404666149662138430e+00 7.288192041178912284e+00 6.383602913122051525e+00 5.801965671066180441e+00 -1.702912221613220936e+03
1.333000000000000000e+03 7.109767912442662785e-04 4.857914168215751510e-04 5.604826578065658012e-05 1.613654356212150333e-06 8.154383466252781575e-05 6.811725206304064179e-06 6.510040051075805856e+00 7.618141096334515083e+00 6.426255540230154217e+00 6.187232415433753907e+00 -1.703564133481033650e+03
1.334000000000000000e+03 6.662953153310118611e-04 4.876171751260909059e-04 5.678694556546380650e-05 1.709207435915655589e-06 7.704549846577777379e-05 7.198902709985504406e-06 6.395593548335855694e+00 7.888286454047176655e+00 6.584881121654267311e+00 6.171469275732582638e+00 -1.704423815534659525e+03
1.335000000000000000e+03 6.731155077695564993e-04 5.150281637517274040e-04 5.141201084013642778e-05 1.748444583754581319e-06 7.253742361490899315e-05 7.358765275357279439e-06 6.498925417072020316e+00 7.575357275633688658e+00 7.075024288184502907e+00 6.209296557219477819e+00 -1.703942781395305701e+03
1.336000000000000000e+03 6.818937206592529067e-04 5.018520933390551320e-04 4.768300699097192626e-05 1.673353551427386252e-06 7.177031165951346255e-05 7.288827757514377053e-06 6.483377775570962065e+00 7.629134465332236381e+00 6.957980436979509520e+00 6.839366575963036432e+00 -1.706671367959682357e+03
1.337000000000000000e+03 6.657951951766757697e-04 4.940042155564349337e-04 4.752214724197402181e-05 1.691178848310867799e-06 7.202802311337632064e-05 7.571128476878111206e-06 6.688902089306478338e+00 8.102494763057414673e+00 6.974663518418469543e+00 7.342762098444476138e+00 -1.707948186708761796e+03
1.338000000000000000e+03 6.727224080497087692e-04 4.923658037279557507e-04 4.720242538936673672e-05 1.721280151950513940e-06 7.472593285343805093e-05 7.669484715417338786e-06 6.489662526960382039e+00 7.683096281572641573e+00 6.960188799448944863e+00 7.029975970891848114e+00 -1.701898160138685625e+03
1.339000000000000000e+03 6.803802846384668368e-04 4.961036035002821002e-04 4.504324213120061699e-05 1.686397576939576757e-06 6.976320231923953017e-05 8.142972594618783943e-06 6.643894326156499552e+00 7.360639493332895356e+00 6.600282276752907684e+00 7.196743858618232181e+00 -1.701668869730210645e+03
1.340000000000000000e+03 6.826980498262706339e-04 5.208126858387496705e-04 4.707443070735070211e-05 1.548838318717566692e-06 6.997302427065425507e-05 8.449714182652239675e-06 6.233461761107931487e+00 7.539025150582869372e+00 6.616003716540498125e+00 7.388115086729206027e+00 -1.701979804725866870e+03
1.341000000000000000e+03 6.956565987531940611e-04 5.277079542537329790e-04 4.746529762484604030e-05 1.416309507606704679e-06 6.671093519153867366e-05 8.451192774560755205e-06 6.386902650189176356e+00 7.728361581536696612e+00 7.144380032383756962e+00 6.572670134065067948e+00 -1.702086883404916534e+03
1.342000000000000000e+03 7.716814515987440500e-04 5.010458155075904777e-04 4.879182964746548844e-05 1.486288041649994016e-06 6.863022388605245023e-05 8.570437105684600357e-06 6.584942336811494101e+00 7.377427830154789312e+00 7.079380821392001977e+00 6.414703509158646177e+00 -1.705395825623914334e+03
1.343000000000000000e+03 7.768537960309850358e-04 4.966925295571299930e-04 4.911968230940625573e-05 1.458413062539473839e-06 7.029555212285931720e-05 8.275392689605672234e-06 6.838181007329938943e+00 7.418402515109775663e+00 7.292241035709606578e+00 7.049520231513581869e+00 -1.704461523916822898e+03
1.344000000000000000e+03 7.921844911462631216e-04 4.692172914022632309e-04 4.712737697350016347e-05 1.531909211677625465e-06 7.118093190433829004e-05 7.904281859630986410e-06 7.055029158994457816e+00 7.709216918480610303e+00 7.201837186991371986e+00 7.227332728737342116e+00 -1.704486065705772944e+03
1.345000000000000000e+03 7.514681329971806874e-04 4.888681031858192055e-04 4.794840162656294197e-05 1.665351972296088228e-06 6.845819884202712733e-05 7.904275596223616547e-06 6.993041553011582145e+00 7.789309749085782997e+00 7.197170112568441525e+00 7.012828507066356742e+00 -1.702231944969505548e+03
1.346000000000000000e+03 7.317979182031512757e-04 5.049540278209265019e-04 4.593679971124848459e-05 1.508490193495270265e-06 6.246932584766270958e-05 7.390945251758499127e-06 7.437136129319314115e+00 7.940811468368360160e+00 7.419179112863744763e+00 6.804003837357548434e+00 -1.703168187858360398e+03
1.347000000000000000e+03 7.304469877127380342e-04 5.102355833493996519e-04 4.398361273192393748e-05 1.372885397607152249e-06 6.402809104342731803e-05 7.125793095104370204e-06 7.090997325823548358e+00 7.534705433339119907e+00 7.254075637733693682e+00 6.627265105843872739e+00 -1.703329547756131888e+03
1.348000000000000000e+03 7.419924387336065399e-04 5.294393680189496626e-04 4.367780263410742038e-05 1.228286486981434690e-06 6.169109351111888139e-05 6.578584648423824161e-06 7.349285402105802945e+00 7.939174736714736724e+00 6.933695390753330301e+00 6.795074027347970613e+00 -1.702393962510381243e+03
1.349000000000000000e+03 7.515016522564615291e-04 4.819230300548379997e-04 4.388508538131396164e-05 1.269572025286470294e-06 6.014125337102035760e-05 5.723145195328632729e-06 6.949471503686114993e+00 8.221140118220198190e+00 6.856490455741369061e+00 6.290054194341140104e+00 -1.704777468182793655e+03
1.350000000000000000e+03 7.940704115913180131e-04 4.805567169648939600e-04 4.624260915768457639e-05 1.288214015992185726e-06 6.768946444237146549e-05 5.934266382155874713e-06 6.374620404697167508e+00 8.160368491924394618e+00 6.637084656204236488e+00 6.228557631540169837e+00 -1.704106842865292037e+03
1.351000000000000000e+03 6.909872252453081939e-04 4.771750396405827384e-04 4.689514786190410775e-05 1.294138381609534673e-06 6.482546955835079652e-05 5.657719800688521627e-06 5.912486897092309235e+00 8.569775452513336944e+00 6.958123556112740360e+00 6.383096513637710245e+00 -1.703622286032337797e+03
1.352000000000000000e+03 6.960228641275218418e-04 4.784340950934850819e-04 4.564317165278334665e-05 1.244865320477837246e-06 6.530523450716283298e-05 5.097387632890918279e-06 5.538966844243989662e+00 8.015598629141665654e+00 6.919537709963295313e+00 6.486065264412256504e+00 -1.706386490621232042e+03
1.353000000000000000e+03 7.319222545301009653e-04 4.843941733576227694e-04 4.649901550801009470e-05 1.336951507805081342e-06 6.764106275776716169e-05 5.201437843907151142e-06 5.611617084842093206e+00 7.676701853360425432e+00 7.414334984132874062e+00 6.971801988810497619e+00 -1.706867950387367273e+03
1.354000000000000000e+03 7.865103987983123289e-04 5.179329742193767476e-04 4.300694103362496710e-05 1.423484308852334787e-06 6.194935293389055393e-05 5.211446134449136303e-06 5.994840811025173188e+00 8.509608116396561783e+00 7.599278624522733949e+00 6.918509021137350778e+00 -1.705559079251370349e+03
1.355000000000000000e+03 7.605307299202153457e-04 5.109802541567671011e-04 4.262560740327649915e-05 1.554571145810946327e-06 6.637283212311391131e-05 5.699059029173290789e-06 5.776868996366095743e+00 8.377396818682528945e+00 7.493027326815657752e+00 7.287816953028243283e+00 -1.706643204585153171e+03
1.356000000000000000e+03 7.483001617626735972e-04 4.924570359491992023e-04 4.296077171176931170e-05 1.549504621541732288e-06 6.686752731593410435e-05 5.529464189558588336e-06 6.214565552205552734e+00 7.931495893849041856e+00 7.302179428111313264e+00 7.497774748840318360e+00 -1.706693229453538606e+03
1.357000000000000000e+03 7.195946954248170655e-04 5.194423039161831859e-04 4.230290528911314615e-05 1.712354613451772760e-06 6.370330556357243373e-05 5.366062934446098132e-06 6.383749514922028467e+00 7.811117716259096788e+00 8.467259662452390145e+00 8.008475972634023776e+00 -1.710053755516033107e+03
1.358000000000000000e+03 7.518152139288375056e-04 5.292337249868380800e-04 4.316240632259200503e-05 1.693265327168266335e-06 6.837639244504691569e-05 5.010673311575382289e-06 6.446931681980736961e+00 8.139663197528918204e+00 8.647004844825330494e+00 8.295746001989986240e+00 -1.710094484700344765e+03
1.359000000000000000e+03 7.723672087420553655e-04 5.462707228178578268e-04 4.565973575494820254e-05 1.850813719174285531e-06 7.114600896560602131e-05 5.398501595303835829e-06 6.509759473443797795e+00 8.196422323027023893e+00 7.901196775085881363e+00 9.118202347911271488e+00 -1.708266265959092152e+03
1.360000000000000000e+03 7.845066573803913604e-04 5.322319400002675999e-04 4.635735018816563934e-05 1.760437919897370979e-06 6.981571184342277067e-05 5.124489258194281001e-06 6.966028924604430017e+00 7.728491822542244094e+00 7.411568254445707993e+00 8.739840699921870737e+00 -1.707736098736380427e+03
1.361000000000000000e+03 7.762140100118836887e-04 5.698406899195594764e-04 4.736110722024341519e-05 1.659865736887937218e-06 7.067638823542968414e-05 5.009485909501407594e-06 6.652370754803928143e+00 7.514828934555664475e+00 7.255787735963996177e+00 8.317668589468500073e+00 -1.705450006321859746e+03
1.362000000000000000e+03 7.766270931886460390e-04 6.008528326021083787e-04 4.682914783502780412e-05 1.606592231430660437e-06 6.853869302378828583e-05 5.198698835307274748e-06 6.357738989898450654e+00 7.610917754278077041e+00 7.044174091911092894e+00 8.239555002367211500e+00 -1.705086756727847160e+03
