iter kd skd kf skf gamma sgamma sigma_error1 sigma_error2 sigma_error3 sigma_error4 L
3.047000000000000000e+03 1.713272175552257902e-03 4.421669443058017825e-03 4.149217476353444964e-05 7.512681725250665604e-06 6.455686313320597742e-05 7.777309613366512099e-06 7.608290847775219135e+00 7.891219382714203867e+00 7.411919269392471143e+00 6.833888150963490560e+00 -1.700857112235259819e+03
3.048000000000000000e+03 1.688185050730912993e-03 4.446694633301723730e-03 3.604529101410835085e-05 7.410469798797409050e-06 6.176642546865751613e-05 7.663173638432390882e-06 7.568131827603758133e+00 8.090628657716912642e+00 7.277190558090192773e+00 6.866914686496698117e+00 -1.700756745741113264e+03
3.049000000000000000e+03 1.747067769957199278e-03 4.407108890880162035e-03 3.794582032479497320e-05 7.218563690908935821e-06 6.016784840428362981e-05 7.129359579898080126e-06 7.665340000045335778e+00 7.876101728081099651e+00 6.960210866491324921e+00 7.108834736091600881e+00 -1.701269578739890676e+03
3.050000000000000000e+03 1.773707980767805312e-03 4.707273134008147127e-03 3.566448980236210374e-05 7.283024176327543417e-06 5.755483313972782573e-05 7.434600057485694234e-06 7.897699058534391803e+00 8.722431201848964477e+00 6.818308558744939241e+00 7.615731789069400293e+00 -1.703804468789198381e+03
3.051000000000000000e+03 1.735241840346459516e-03 4.857459654071192776e-03 3.762949235081567735e-05 7.315476812423839028e-06 6.010053437960843166e-05 7.483449473282462194e-06 7.637268998873985026e+00 8.878425094610880919e+00 7.187819476260683516e+00 7.658543842611184260e+00 -1.706792307510003411e+03
3.052000000000000000e+03 1.556216244370698613e-03 4.752625498067921880e-03 3.762685065212844390e-05 7.428864331482220547e-06 6.223158529379698399e-05 7.775815855443700178e-06 8.225521834382540476e+00 8.663849087353328926e+00 6.926612396931157711e+00 7.565691229446180444e+00 -1.707189548473310424e+03
3.053000000000000000e+03 1.573217918437903656e-03 4.408491985372423906e-03 3.599099701053750993e-05 6.927611400018924644e-06 5.754285428084608114e-05 7.656525723959334813e-06 8.656991704202797067e+00 7.619178521765287648e+00 7.087053625709590854e+00 7.365919329408796123e+00 -1.705858498534863656e+03
3.054000000000000000e+03 1.596667457476387900e-03 4.136299571290548253e-03 3.485696131270025274e-05 6.984100271412037908e-06 5.393167230152319113e-05 7.837885098072256887e-06 9.176872797038754470e+00 8.256463366780605995e+00 7.114847774917270051e+00 6.886016351196306395e+00 -1.706122920513807685e+03
3.055000000000000000e+03 1.525294974244023952e-03 4.274712101842028690e-03 3.624662168077438318e-05 6.582362469051341192e-06 5.956313493517901620e-05 8.341946040100870459e-06 9.087511673653128952e+00 7.758861210074925907e+00 6.900594656160475182e+00 6.959329354388276379e+00 -1.706760981067484863e+03
3.056000000000000000e+03 1.677306730153983651e-03 4.542358423200800605e-03 3.519826239012176683e-05 6.726821918323861150e-06 6.080272218269881996e-05 7.992249255677398459e-06 8.676839847290235497e+00 7.990892239202462832e+00 7.057496639322804022e+00 7.019375931542469971e+00 -1.706807341291466855e+03
3.057000000000000000e+03 1.713873080420840432e-03 4.806845367059812794e-03 3.455010505934398899e-05 6.668936039811401425e-06 6.324557724117281130e-05 7.401759122726932739e-06 8.458190709271683261e+00 7.241005195157996788e+00 7.249738732677342590e+00 7.084426243304145387e+00 -1.708876421766158273e+03
3.058000000000000000e+03 1.757004998208278133e-03 4.688267528199017813e-03 3.441184175310509129e-05 6.539644712379906579e-06 6.198136755601934081e-05 7.521948247107091361e-06 7.903294213294008053e+00 7.233412266357354348e+00 6.534127321563079072e+00 6.871548694816534741e+00 -1.703019709229577074e+03
3.059000000000000000e+03 1.759244265107925932e-03 4.147120594834473144e-03 3.179277594448028283e-05 6.512472699662275658e-06 6.149828910736917500e-05 7.934292958068764326e-06 7.884002555230401832e+00 7.428475211020500346e+00 6.748416127840362932e+00 6.740132089798170689e+00 -1.709719484410082487e+03
3.060000000000000000e+03 1.701063479617957600e-03 4.351055779626191236e-03 3.212693784347336943e-05 6.323220275024319841e-06 6.127187648988726451e-05 7.864711276452493566e-06 8.478961476920945373e+00 7.292006671829485143e+00 6.429313281133562263e+00 6.763879474355778854e+00 -1.710320578491552169e+03
3.061000000000000000e+03 1.678034950631858944e-03 4.203236712188115724e-03 3.468258470794341035e-05 6.148921759466834964e-06 6.134499635860502398e-05 8.146190772428978159e-06 9.309636557686618019e+00 7.461446812879799495e+00 6.887281949657869440e+00 7.184086736544594842e+00 -1.710469970265334496e+03
3.062000000000000000e+03 1.601433998382127601e-03 4.001720153341736287e-03 3.682152269967202326e-05 5.938197625877968625e-06 5.962438376383302562e-05 8.324906135371803027e-06 9.318128638194373536e+00 8.177215335822543452e+00 6.767012070739270690e+00 7.639203298835949063e+00 -1.709847976591100633e+03
3.063000000000000000e+03 1.622249669460864435e-03 3.888181124990635999e-03 3.804550338171930259e-05 5.737198666782021396e-06 5.779206701420966369e-05 7.939776821160197937e-06 8.338629249574390556e+00 7.994388166024673836e+00 6.992238634583123336e+00 6.451627632163473791e+00 -1.704367019181680007e+03
3.064000000000000000e+03 1.483321386581877956e-03 3.992626527642179068e-03 3.731303397615454501e-05 5.234923879789045458e-06 5.505921767590466793e-05 7.566273517015002067e-06 7.755857827001697125e+00 8.036689255067734905e+00 7.157001407334962373e+00 6.296866738258182217e+00 -1.702089333179686946e+03
3.065000000000000000e+03 1.468799070155241008e-03 4.321324700224576758e-03 3.819356675272939469e-05 5.442289035661730624e-06 5.602488091881913676e-05 8.111281249002522267e-06 7.068488658046837791e+00 7.647898729746652080e+00 6.591990921540983983e+00 6.401196174114218707e+00 -1.704462495680740858e+03
3.066000000000000000e+03 1.450321558448702287e-03 4.631474740807238477e-03 4.100384367440214345e-05 5.537014815112464532e-06 6.222722231640928582e-05 8.105941124889301020e-06 7.655926325610173500e+00 8.260607388902613479e+00 7.305532432813534705e+00 6.840266669846227110e+00 -1.704240704958272545e+03
3.067000000000000000e+03 1.485584097751640412e-03 5.227699639823925326e-03 4.319002376898353112e-05 5.600059727006997434e-06 6.629471075196398324e-05 7.568027845744201775e-06 7.703383436559655628e+00 8.196422225818199792e+00 6.824031853228047062e+00 7.050317161466443494e+00 -1.704004960825542867e+03
3.068000000000000000e+03 1.571163318509032937e-03 4.964328368099799396e-03 4.620972940240191930e-05 5.747292408591712232e-06 6.357902012761923916e-05 7.316744193086922819e-06 7.659869513487052473e+00 8.073679378809050178e+00 6.699630459669895011e+00 6.982010367765914438e+00 -1.705010651777796738e+03
3.069000000000000000e+03 1.459752948448323710e-03 4.979321350192399478e-03 4.142988977691891187e-05 5.948249255269131716e-06 6.378205402518452019e-05 7.408808284863514609e-06 7.993534200388047850e+00 7.694177095563550672e+00 6.924577383289642896e+00 7.370065933496869448e+00 -1.705143064563813596e+03
3.070000000000000000e+03 1.331703463291108872e-03 4.822921976127919792e-03 4.079525438198244316e-05 6.254882564645815076e-06 6.118979100658928976e-05 7.888015787060164219e-06 7.792437580353128723e+00 7.519875385321499905e+00 6.757882090510740625e+00 7.486117964001430813e+00 -1.705671104704470054e+03
3.071000000000000000e+03 1.358418274325559789e-03 4.682570891427230257e-03 4.138299317971140344e-05 6.250267910983324743e-06 6.284108580153565271e-05 6.837694031406998309e-06 7.572773062257271981e+00 7.578520599796050305e+00 6.970171018044874600e+00 7.829954010997226099e+00 -1.702413741517501194e+03
3.072000000000000000e+03 1.258766022954017948e-03 4.574010485780223220e-03 4.125559141451988655e-05 6.340904291930799566e-06 6.181314342435594131e-05 6.457610561601126891e-06 7.902005169029934883e+00 7.686532184903953180e+00 7.567091059252596175e+00 7.871755596544969258e+00 -1.703110875446443742e+03
3.073000000000000000e+03 1.213926555157686903e-03 4.672225637701967089e-03 4.275229272565460862e-05 6.532609252122761367e-06 6.345417310305648533e-05 6.846814317403089831e-06 7.590624441682757961e+00 7.420624693313353504e+00 7.646445883931174414e+00 7.848396460217338166e+00 -1.704117230547745976e+03
3.074000000000000000e+03 1.371119780514956556e-03 4.706753110306497595e-03 4.582017524983599015e-05 6.306362108890905510e-06 6.869837223748525949e-05 7.241429195368455048e-06 7.613961923113383712e+00 7.849392006243550490e+00 7.249649173094908861e+00 7.942583999015578655e+00 -1.706295103353372724e+03
3.075000000000000000e+03 1.466523157151989731e-03 4.808021232583603415e-03 4.448195265479781092e-05 6.002980449288027279e-06 6.778299397662116723e-05 7.695922626551130456e-06 7.427791754111148670e+00 7.420527426633768187e+00 7.422630129126746468e+00 7.321712629377588044e+00 -1.704719463815457857e+03
3.076000000000000000e+03 1.489188214493778655e-03 5.130413942556913062e-03 4.199397595064387716e-05 5.469863799490227520e-06 6.668604392505600735e-05 7.764338547338497763e-06 8.063746194758934394e+00 7.199334759987079835e+00 7.213625622490546618e+00 6.538082613900288997e+00 -1.704260271867646679e+03
3.077000000000000000e+03 1.496875969965862779e-03 5.368781698456166589e-03 4.272177814787719521e-05 5.442495935991736835e-06 6.595594990065672329e-05 7.832111487584549083e-06 7.480325614056415162e+00 7.434834900995164197e+00 7.324537669234798543e+00 6.785845620247192400e+00 -1.703176174067621787e+03
3.078000000000000000e+03 1.445680551473919016e-03 5.222514479521775735e-03 4.214848372406217262e-05 5.265813961800384067e-06 6.867288881893197016e-05 7.721632420238456055e-06 7.607507596882251200e+00 8.027298252900397557e+00 7.016457441096367376e+00 6.715355849717194126e+00 -1.704307875814568661e+03
3.079000000000000000e+03 1.477118192250620292e-03 5.353893783876796132e-03 4.065454441573605808e-05 5.373315852548720844e-06 6.616247715597569550e-05 7.139795454993089004e-06 7.385047834634991482e+00 7.910307730560286466e+00 6.907841186381858734e+00 6.904541007629073412e+00 -1.704464037801360973e+03
3.080000000000000000e+03 1.533341350547013640e-03 5.148867845588081006e-03 3.753671528466515133e-05 5.267451376450281633e-06 6.207550757006404061e-05 6.752430271408429274e-06 7.267188904080899015e+00 8.267604328914266887e+00 6.695153517813919208e+00 6.759046411523547349e+00 -1.703968484809834536e+03
3.081000000000000000e+03 1.473794357819845427e-03 5.029140797211940211e-03 3.800168815037486322e-05 5.144558822787189824e-06 5.942858959334831978e-05 6.405945029960874723e-06 7.543013003886024137e+00 7.911908081956348759e+00 7.226609546583209642e+00 6.331826615840508765e+00 -1.702877440900544116e+03
3.082000000000000000e+03 1.490255191897120815e-03 4.885903024346105461e-03 3.750946644958136225e-05 4.875974678527628081e-06 5.722939193875832808e-05 5.933551948787984589e-06 7.025159520811133262e+00 7.957955120653293690e+00 6.722387756581673202e+00 6.784313225095964128e+00 -1.703086308982975424e+03
3.083000000000000000e+03 1.617666684315412738e-03 4.794605307150421811e-03 3.545595840391532397e-05 4.813704147553862218e-06 5.690227501847956596e-05 5.813841373051446429e-06 7.060105257185558258e+00 7.689567839538295146e+00 6.433115509105170382e+00 6.560594673658378895e+00 -1.705444790928191424e+03
3.084000000000000000e+03 1.656309889720079202e-03 4.731947866418432028e-03 3.442944827621658761e-05 5.115471133101260016e-06 5.460014689643183258e-05 6.114721375308880109e-06 7.000712825690029284e+00 7.508641747507341258e+00 5.918741152909985814e+00 6.462750872009732639e+00 -1.706775531950172308e+03
3.085000000000000000e+03 1.690211093594270195e-03 5.247406366617209279e-03 3.251507277235936272e-05 5.237367544979679191e-06 5.270128020803865936e-05 5.945563259494728340e-06 7.026890168607788922e+00 7.607365728954090578e+00 5.777499503118849411e+00 6.883907031390289255e+00 -1.706423291091115061e+03
3.086000000000000000e+03 1.742206768049146684e-03 4.970122323065139305e-03 3.332917585170314567e-05 5.140596172260540186e-06 5.822670795817154585e-05 5.647447395458156312e-06 7.538547568234028162e+00 7.767584702855450551e+00 5.731390709315070886e+00 6.816547329973606573e+00 -1.705392368442430325e+03
3.087000000000000000e+03 1.645819818563396507e-03 5.166332248185709873e-03 3.501724768525395318e-05 4.967145184028306841e-06 5.836987504986866149e-05 5.302973606174173753e-06 7.362552446664620831e+00 7.509958073234738407e+00 5.912911083348988406e+00 6.691095809056859522e+00 -1.705533460025621252e+03
3.088000000000000000e+03 1.649624509999947364e-03 5.364203891570357152e-03 3.736308836333899276e-05 4.909264770944286359e-06 5.828419623189599365e-05 5.204634802774469263e-06 7.344761571489703655e+00 7.499516877465658204e+00 6.113465936619211227e+00 6.985443435401299972e+00 -1.707099498421869612e+03
3.089000000000000000e+03 1.815626112445955630e-03 5.301881790927867079e-03 3.615235526154194766e-05 4.661276377819677932e-06 5.614244797302664000e-05 4.670922639310103100e-06 7.257450039663130070e+00 8.207696615888011138e+00 5.786411922644810524e+00 6.615718389621775941e+00 -1.705823270810098393e+03
3.090000000000000000e+03 1.951807738026321111e-03 5.329274970902173926e-03 3.648633936047232973e-05 4.386639440092201638e-06 5.399687306696447067e-05 4.341571393899270272e-06 7.408028447936412242e+00 8.116849836319676825e+00 5.855434335879417418e+00 6.690425370997693300e+00 -1.712944337299511290e+03
3.091000000000000000e+03 1.976584919024294579e-03 5.504777007900405784e-03 3.874811675302836984e-05 4.353405390961357801e-06 5.414876653367659752e-05 4.132388055966212176e-06 7.982424526825044886e+00 8.234106241911238300e+00 6.193384105789542460e+00 6.818132375491510189e+00 -1.708924009033022230e+03
3.092000000000000000e+03 2.048875761788963423e-03 5.475751024945997580e-03 3.887715904899211012e-05 4.499170320835129556e-06 5.569305409035076623e-05 4.252794462864347776e-06 7.830027479117699585e+00 7.505993773734704888e+00 6.696676806614936694e+00 6.415550609498436252e+00 -1.705977287456603335e+03
3.093000000000000000e+03 2.005517884907805515e-03 5.352478517995059096e-03 3.890252550551491164e-05 4.594819914291700848e-06 5.472194506421543638e-05 4.434116951178704266e-06 7.858156651337533383e+00 7.719979295677601883e+00 6.656140902542669657e+00 6.844580922326477079e+00 -1.706133418618039968e+03
3.094000000000000000e+03 2.070779053143030363e-03 5.718370088127919422e-03 3.679264148875948748e-05 4.615016671715790151e-06 5.573383467803026166e-05 4.434256430094858978e-06 7.971000724018118433e+00 7.575689643234441384e+00 6.288630349093759619e+00 6.556872099828713552e+00 -1.706202423154136568e+03
3.095000000000000000e+03 2.217462869058765395e-03 5.572133152403015502e-03 3.632497731445286955e-05 4.578098858062429014e-06 5.510145591175950300e-05 4.351462521211933218e-06 7.698481860907945951e+00 7.316911016419934022e+00 6.441222787809697259e+00 6.124774673033201999e+00 -1.706643835528994487e+03
3.096000000000000000e+03 2.115821076513735820e-03 5.720768038804605569e-03 3.584415248418079051e-05 4.270277268431760357e-06 5.496344998844732415e-05 4.557871838877946824e-06 8.204894456927315005e+00 7.571330495903883850e+00 6.505795709645890490e+00 6.568032228602528555e+00 -1.706431344530222987e+03
3.097000000000000000e+03 2.123181196251976502e-03 5.570028161050879535e-03 3.536337856265570350e-05 4.245262404497780329e-06 5.605580103714476875e-05 4.746244221531025052e-06 8.671515664682143409e+00 7.383516268478167000e+00 7.313699216585269447e+00 6.134467475810029491e+00 -1.705690424616966993e+03
3.098000000000000000e+03 2.185316355738698129e-03 5.663683872180664582e-03 3.392546267956574654e-05 3.925503767859211321e-06 5.804534169309772312e-05 4.704240785528596659e-06 8.219675855693767019e+00 7.519798615034076761e+00 7.107845613081521741e+00 5.785162692836286702e+00 -1.706353142389358709e+03
3.099000000000000000e+03 2.227895386179136981e-03 6.151255327346875738e-03 3.698699594802343509e-05 3.755100740709027973e-06 6.269960492437382090e-05 4.471354288088521154e-06 8.397710076483043906e+00 7.121051055630995386e+00 6.967418298668903276e+00 5.826173437047518888e+00 -1.706666042495975944e+03
3.100000000000000000e+03 2.381474456978148642e-03 5.923029475641216311e-03 3.880998075756993864e-05 3.861204602409802107e-06 6.196228261000842109e-05 4.350959059092242066e-06 7.768141521273415506e+00 7.303798474678042218e+00 7.299219219435752137e+00 6.239702696564608075e+00 -1.707009149138285920e+03
3.101000000000000000e+03 2.430707703096847937e-03 6.310488065452541338e-03 4.006963014503320497e-05 4.090237973084179646e-06 6.038049781967982829e-05 4.260967122147139265e-06 7.379772878292356175e+00 7.511616259659880335e+00 6.965871200916915029e+00 6.190313361771932144e+00 -1.705485929715625389e+03
3.102000000000000000e+03 2.375486133347119808e-03 6.116665483249021824e-03 4.428904275362170376e-05 4.165886264645687647e-06 6.413254606581213115e-05 4.605153841413266664e-06 7.470417490740013378e+00 7.192496978585444900e+00 6.713939665561342807e+00 6.086138516760595252e+00 -1.702137313010957541e+03
3.103000000000000000e+03 2.346305510846793171e-03 6.340800979752976400e-03 4.777690140467606478e-05 4.042870344048800818e-06 6.111241810745155422e-05 4.926014367397842966e-06 7.744019429862758486e+00 7.536673335202769941e+00 6.855491247785908016e+00 6.474267730474187132e+00 -1.703987059801374016e+03
3.104000000000000000e+03 2.199454343035183584e-03 6.349960744163303875e-03 4.683191605132604792e-05 4.767767865665441909e-06 6.360872518438983800e-05 4.952193047804532723e-06 7.178192944898240668e+00 7.234853779904184101e+00 6.840322035821765567e+00 6.630013176887092463e+00 -1.706013139299453314e+03
3.105000000000000000e+03 2.109300470352275941e-03 6.055025236815702802e-03 4.039271975501337734e-05 4.736042736463299144e-06 6.812788774056345348e-05 5.029905294544324384e-06 6.589073420176404738e+00 7.654426300819036300e+00 6.929849150511387279e+00 6.545820499545607518e+00 -1.707722156580209685e+03
3.106000000000000000e+03 2.069847355527139939e-03 6.096203765426600266e-03 4.265441826400269908e-05 4.633520599736951332e-06 6.577925784445421092e-05 5.144678494073609040e-06 6.469054713376776178e+00 7.688346713214897044e+00 7.208728875035535388e+00 6.568388593554517207e+00 -1.705280843561837173e+03
3.107000000000000000e+03 1.991133901922545295e-03 6.069516328903972260e-03 4.439809766458486541e-05 4.664508657695328012e-06 6.454636567834456733e-05 4.950184056802804516e-06 6.559526902023583794e+00 7.178033940242428912e+00 7.881532089448942457e+00 6.442247754383584102e+00 -1.704611109072879117e+03
3.108000000000000000e+03 1.931193789003368818e-03 5.825869497245434077e-03 4.479370792489843322e-05 4.836182611014161637e-06 6.354984541075028685e-05 5.283861716372369202e-06 6.967804085024118521e+00 6.738527811346394891e+00 7.795148938348803291e+00 6.294137509532249375e+00 -1.705852347503071087e+03
3.109000000000000000e+03 1.881619307869109286e-03 6.178922292967888551e-03 4.241727162254988213e-05 5.129506483235291868e-06 6.122343180033744945e-05 5.380834346827565672e-06 6.899635393781191617e+00 6.850959093932383226e+00 7.359866440570842272e+00 6.260479887364236440e+00 -1.705646327143021836e+03
3.110000000000000000e+03 1.707314871369540032e-03 6.079677996887900698e-03 4.189984407634951216e-05 5.158847907330975464e-06 6.026982450888651458e-05 5.426295379300926564e-06 6.682661172380788273e+00 6.999927700422586163e+00 8.122486749919911375e+00 6.549116739919816688e+00 -1.706739049915446230e+03
3.111000000000000000e+03 1.878684668834408036e-03 6.369427496298487104e-03 3.827123656017361050e-05 5.266461232802863858e-06 6.020458441865633996e-05 5.256956787070438277e-06 6.938727655151501139e+00 7.609368680493138193e+00 7.744597777846321307e+00 6.678430495242461795e+00 -1.704889442097725123e+03
3.112000000000000000e+03 1.798954015613288184e-03 6.998455759701632979e-03 3.847563383126837490e-05 4.763721279531097729e-06 5.935618215471245509e-05 5.244696747430198827e-06 6.826096278374406801e+00 8.124539957658464928e+00 7.864390643674409098e+00 7.511296545916319012e+00 -1.706946129488397219e+03
3.113000000000000000e+03 1.830271684951171587e-03 6.861486000305432736e-03 3.698538181310837784e-05 4.786350407393771028e-06 5.644867937626729161e-05 5.281469451520486921e-06 6.749945689686323469e+00 9.137792707609897036e+00 8.207619974948846320e+00 7.644199334985370520e+00 -1.705125364835156688e+03
3.114000000000000000e+03 1.803320923094653633e-03 6.810711384135465299e-03 3.681816905612928317e-05 4.743413662758435827e-06 5.571663446177635637e-05 4.882984204329073535e-06 6.846323644682934528e+00 8.688172722155226069e+00 7.596058927634783409e+00 7.654242113089931188e+00 -1.705029748578711860e+03
3.115000000000000000e+03 1.858567541293033171e-03 6.662295419870446940e-03 3.774089618613670871e-05 4.819046918473775266e-06 5.672683281035795336e-05 4.964977223217211400e-06 6.836911431013761309e+00 8.183775349339340366e+00 7.489004799143573088e+00 7.304799040671390742e+00 -1.703377195523711180e+03
3.116000000000000000e+03 1.785206357067665485e-03 7.480351971448238359e-03 3.720397980533844239e-05 4.881007626808968843e-06 5.456241131221432639e-05 4.772432393247981090e-06 7.424985805368661040e+00 7.877048697361429319e+00 7.338835325886067906e+00 7.730565345872723704e+00 -1.703629500555643062e+03
3.117000000000000000e+03 1.848049082608324090e-03 7.919501809048334201e-03 3.982738454328123398e-05 5.111981284941298197e-06 6.041779331554501136e-05 4.768967646049196677e-06 7.676330667323628454e+00 7.756140053695145475e+00 7.682383091222932947e+00 7.401656781563898946e+00 -1.703660020857902282e+03
3.118000000000000000e+03 1.822443814788907114e-03 8.052385933933203788e-03 4.099526509224556874e-05 5.209298990776741259e-06 6.433397294039193046e-05 4.675426345157003818e-06 7.768067941433518975e+00 7.788119290982567833e+00 7.159807685159310431e+00 7.815806611742258880e+00 -1.704663517418393440e+03
3.119000000000000000e+03 1.880094331218580897e-03 8.086517678667408393e-03 4.193244880297336623e-05 4.941885415006981451e-06 6.332394598524019116e-05 4.972670822648871371e-06 6.936741039403451659e+00 7.892326275348844788e+00 7.160981018958863409e+00 7.285358807780942136e+00 -1.703759456847662705e+03
3.120000000000000000e+03 1.770923514138202700e-03 7.597138077284626423e-03 3.999994591162757082e-05 4.509996620417559330e-06 5.947242560976855454e-05 4.719939126485106949e-06 6.757578930937836681e+00 7.926114148878543375e+00 7.232689752157710927e+00 6.702053961943335914e+00 -1.701684466519428497e+03
3.121000000000000000e+03 1.632233374114346351e-03 8.080369183071377942e-03 3.819895047471965721e-05 4.811760691749636924e-06 5.754833710624003622e-05 5.226527836537551277e-06 6.835968498928667536e+00 7.346026439206258196e+00 7.025696242025009752e+00 6.835273569047308762e+00 -1.701184978229672652e+03
3.122000000000000000e+03 1.677835363212880479e-03 7.661095421766758382e-03 4.138937732636831766e-05 4.910777460959952215e-06 5.797948596438329911e-05 6.272982149898679358e-06 7.140089901937855643e+00 7.402089322106878200e+00 6.990253911274898257e+00 7.304654232980107409e+00 -1.704587237188364497e+03
3.123000000000000000e+03 1.519492412801048877e-03 7.385907441553953706e-03 3.948769838847916507e-05 5.079755409550816607e-06 5.613784893418883036e-05 6.493813026439084950e-06 7.353395599412040795e+00 7.940015398328924334e+00 7.128132496811939944e+00 7.109372206270677452e+00 -1.703388306417491094e+03
3.124000000000000000e+03 1.615068932081514070e-03 7.533132539473911399e-03 3.684500397175067334e-05 4.718850879165898230e-06 5.571529944029956642e-05 6.366397623152953079e-06 7.525072908286782436e+00 7.518655474173836950e+00 7.362982129712476009e+00 7.067091384232009332e+00 -1.708243568327509365e+03
3.125000000000000000e+03 1.706321871051741379e-03 6.940351247991090322e-03 3.519495268574806174e-05 4.767743522305941749e-06 5.916601625726258768e-05 6.409718260917721632e-06 7.888003293130175564e+00 7.942485421167647885e+00 7.546576536403125424e+00 6.833795251538186122e+00 -1.707242568334116413e+03
3.126000000000000000e+03 1.692313628970993971e-03 7.515929041158187288e-03 3.463612059196541441e-05 4.643867053833189400e-06 5.950868542213387253e-05 7.172967171074690732e-06 8.071533074791362949e+00 7.674383563208207804e+00 7.387909245759400001e+00 6.748744717642593649e+00 -1.708164108179217010e+03
3.127000000000000000e+03 1.637560759780300667e-03 7.146081183984485941e-03 3.280357039617981687e-05 4.049904666096804596e-06 5.833639522070337808e-05 7.935776961761564855e-06 7.659128118802385643e+00 7.920018466584382466e+00 7.726808823851219366e+00 6.755906963448547131e+00 -1.707326492072796100e+03
3.128000000000000000e+03 1.657311143974672099e-03 7.347003728271242311e-03 3.601859200940027590e-05 3.690419742192641231e-06 5.432190548725311381e-05 8.254681436502366696e-06 7.373433095030812900e+00 8.319461547206234542e+00 9.011121334764064628e+00 6.671548352504186319e+00 -1.707796426218883880e+03
3.129000000000000000e+03 1.672344735789748444e-03 8.167801406522885374e-03 3.562396500664157250e-05 3.944441288300151778e-06 5.902827734658098845e-05 8.335991788530072122e-06 7.391498495431872762e+00 8.601632487927398429e+00 8.445735287045767592e+00 6.563912155040329210e+00 -1.709157747817713698e+03
3.130000000000000000e+03 1.709642545539611898e-03 7.798563020625949409e-03 3.577937617004290705e-05 3.966751918000153462e-06 5.781827533676552755e-05 8.025080985696273357e-06 6.926613871868778638e+00 7.973705062240311392e+00 8.376148354034343768e+00 6.738563495801721537e+00 -1.709032128769881183e+03
3.131000000000000000e+03 1.619874819254540172e-03 7.908597749025775281e-03 3.479230977965799528e-05 3.709936279718043635e-06 5.641297322610481629e-05 7.913150390559597962e-06 6.754013320893049510e+00 7.530532278476243846e+00 8.008562698516701772e+00 6.468787562675318625e+00 -1.708270921410385199e+03
3.132000000000000000e+03 1.515003668875952031e-03 7.470694413717605259e-03 3.524194982733457895e-05 3.744604266965718063e-06 5.633996429009266454e-05 7.437680279017811508e-06 6.698343611693555744e+00 7.606518631707726463e+00 8.339631622340810679e+00 6.487545429886124815e+00 -1.708185307620726917e+03
3.133000000000000000e+03 1.556058963072479541e-03 7.533728750939844981e-03 3.537271188064887049e-05 3.955357320077631035e-06 5.873426219386085123e-05 7.393943078779891440e-06 6.638527478689320027e+00 8.228199865055984219e+00 8.105046284926737954e+00 6.633886073034773290e+00 -1.703517533225963689e+03
3.134000000000000000e+03 1.695358537933118730e-03 7.456870689002513021e-03 3.550075449502630676e-05 3.891209633622574100e-06 5.773431339138052748e-05 8.128297708468038547e-06 7.454008256748599237e+00 7.869180509846808391e+00 7.729470063949615444e+00 6.496505952337010115e+00 -1.704750363874517689e+03
3.135000000000000000e+03 1.636809249917335661e-03 7.526426788239170239e-03 3.795495768781833326e-05 3.770615097469266814e-06 5.727474029043104839e-05 7.782655814123597412e-06 7.105170483645529167e+00 7.965074778889438711e+00 7.167337716346133369e+00 6.702719961637815693e+00 -1.704560204059760963e+03
3.136000000000000000e+03 1.687218745411761707e-03 7.793660126197289595e-03 3.743051209348730387e-05 4.524701045883810631e-06 5.598250438624156129e-05 7.207471007308039193e-06 6.968471676340860732e+00 8.095912517640655892e+00 7.337828475578717757e+00 7.034343256719890469e+00 -1.702039839681474859e+03
3.137000000000000000e+03 1.781917049621448276e-03 7.703138318995836689e-03 3.869435963311307006e-05 4.599435202573153277e-06 5.972014890006248404e-05 6.994975543054866405e-06 7.396643096338983092e+00 8.242241637224484663e+00 7.228103143457526691e+00 7.414548332108209294e+00 -1.703693760655944970e+03
3.138000000000000000e+03 1.667364041799139843e-03 8.259319979762223818e-03 3.988519128797950381e-05 4.779651501002323722e-06 6.199886972450791922e-05 7.252808290743089766e-06 7.588994614081830292e+00 7.971033907625073134e+00 6.890296513119399613e+00 7.738623053985766553e+00 -1.703080556244197851e+03
3.139000000000000000e+03 1.679366665587097652e-03 8.049449053367602191e-03 3.990605073060566374e-05 4.385357468943026194e-06 6.207585269626973094e-05 7.518331868169088592e-06 7.714358908191947251e+00 7.704534857998253550e+00 7.718709401342491283e+00 7.202678412922286277e+00 -1.704248757751746325e+03
3.140000000000000000e+03 1.637772920056479150e-03 8.055115061406117882e-03 4.037550634490196650e-05 4.644544148685590813e-06 6.371574113221336190e-05 7.360543614632035768e-06 7.096047443764369689e+00 7.868747982009955955e+00 7.788079166463957037e+00 7.197602564413990933e+00 -1.703866039080997780e+03
3.141000000000000000e+03 1.850319784478958582e-03 8.665356473149908936e-03 3.637056690530485062e-05 4.679843682479643760e-06 6.238156586172447296e-05 7.730753294903033618e-06 6.537803130687001030e+00 7.902184627806468242e+00 6.895170698903658746e+00 6.873737568670117426e+00 -1.705679344080422425e+03
3.142000000000000000e+03 1.807346813298464638e-03 8.235660930519259418e-03 3.526971935294202467e-05 4.643570520693092858e-06 6.329235895907556100e-05 8.980030116350431904e-06 6.947471770403183200e+00 7.948985069728482067e+00 7.196209774628212763e+00 6.901288395157751054e+00 -1.703417895107152845e+03
